comments,date,sentiment
This phone is awesome just awesome,2020-02-12T06:26:46.000Z,0.8481
Hmm 😐 nice add I have seen <br />Camera <br />Camera <br />Camera <br />A little bit 5g<br />Camera <br />Camera <br />A little bit 8k <br />And last but not least <br />Camera,2020-02-12T06:26:27.000Z,0.2263
Does it have a headphone jack?,2020-02-12T06:25:54.000Z,0.0
Does the zoomlens of the Ultra can film with 4k60 and does it´s EIS stabilizer work in 4k60 on both cameramodules? Is the wobbling of the OIS solved and can the periscope do a smooth slow zoom while filming as Sony show us long ago with it´s TX7?,2020-02-12T06:25:52.000Z,0.3527
&amp; it will killer price,2020-02-12T06:25:46.000Z,-0.6486
"I prefer Aura Glow to be in S20, not that boring colors 😞",2020-02-12T06:25:12.000Z,0.2411
This ad made me feel like I was living in the future,2020-02-12T06:25:04.000Z,0.3612
That&#39;s insane  wow!!!!!!!!!!!!!!!!!!!😯😯😯😯😯😯😯😲😲😲😲😲😲😲😲😲😲😲😲😲,2020-02-12T06:24:13.000Z,-0.5951
How can you name it &quot;a mobile&quot;,2020-02-12T06:24:00.000Z,0.0
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=00m35s"">00:35</a> Lol! They were trolling Apple😂",2020-02-12T06:23:26.000Z,0.4753
eat your heart out apple !!!,2020-02-12T06:21:56.000Z,0.0
It’s basically just a camera that comes with an operating system,2020-02-12T06:20:47.000Z,0.0
Huawei P30 Pro 2.0 🤷🏻‍♀️,2020-02-12T06:19:38.000Z,0.0
Am I the only one who doesn&#39;t like the camera on the screen?,2020-02-12T06:19:27.000Z,0.3612
Just amazing,2020-02-12T06:19:22.000Z,0.5859
"Характеристики огонь, дизайн 🤮",2020-02-12T06:19:05.000Z,0.0
Expected cost??,2020-02-12T06:18:51.000Z,0.0
"Camera doesn&#39;t matter. All it matters is the SOFTWARE.<br />I liked the phone, still, iPhones are the best.<br />no offence.",2020-02-12T06:17:28.000Z,0.2023
Can Samsung donate a s20 for me😓,2020-02-12T06:15:58.000Z,0.0
"I&#39;m really confused, here we&#39;re watching about a phone or just a sophisticated camera device 🙄",2020-02-12T06:15:37.000Z,0.2516
When can I pre order,2020-02-12T06:15:15.000Z,0.0
Is this wireless mobile phone or any kind of digital camera ..??,2020-02-12T06:14:26.000Z,0.0
Fortine ?????????????,2020-02-12T06:13:27.000Z,0.0
Samsung you need to chill. Jk :],2020-02-12T06:13:14.000Z,0.6249
2010-My phone has a camera. Wow!<br />2020-My camera has a phone. Wow!,2020-02-12T06:12:25.000Z,0.658
Can&#39;t wait for this phone to lose 80% of its value in 1 year,2020-02-12T06:11:56.000Z,-0.0772
Mama!,2020-02-12T06:11:24.000Z,0.0
Brilliant!,2020-02-12T06:10:52.000Z,0.6239
I just bought my s10+ last year and then this. U guys are unfair 😢. It makes me wanna switch.,2020-02-12T06:10:40.000Z,-0.4767
Why so many cameras?? Is it necessary????????,2020-02-12T06:10:30.000Z,0.0
"Roses are red,<br />Violets are blue,<br />I can&#39;t afford these phones,<br />And neither can you.😂",2020-02-12T06:08:47.000Z,0.0
Very Expensive but worth it and all i can say is we just reach the peak potential of smartphone camera&#39;s. But im still excited about the lg&#39;s 2020 flagship it will be on a whole other level.,2020-02-12T06:08:04.000Z,0.7647
Nothing new. Overpriced peace of tech.,2020-02-12T06:06:59.000Z,-0.431
"Looks great, but I&#39;m sticking with my S10e because it has a headphone jack and a flat screen. Wish Samsung would still include these features.",2020-02-12T06:06:07.000Z,0.7269
now say apple have best camera,2020-02-12T06:05:09.000Z,0.6369
i love this phone amazing <br />but i can not buy a phone :(,2020-02-12T06:04:54.000Z,0.8861
I hop they changed that ugly interface from S10 and note 10...oh nd i hope they fixed the moisture in the charging port😂,2020-02-12T06:04:00.000Z,-0.1027
Huawei: camera 50x<br />Samsung: camera 100x <br />iPhone: Leave me please,2020-02-12T06:03:27.000Z,0.2732
In 2025 the camera is phone,2020-02-12T06:03:21.000Z,0.0
Love from innert heart ❤️,2020-02-12T06:03:02.000Z,0.6369
Iss mai game hai game!,2020-02-12T06:02:15.000Z,0.0
Huawei: We have 50x zoom on our P30 Pro<br />Samsung: Hold my beer,2020-02-12T06:01:20.000Z,0.0
100X !!!!! HOW ITS POSSIBLE !,2020-02-12T06:00:18.000Z,0.0
"So any chance I can get the better internals without the brick of a camera attached to the front? Also I&#39;d like my screen to not be on the front camera and sensors again. Hopefully this S9 lasts a long time because with all the flip phones and camera cutouts, phones have taken a change for the worst all because people push for new stuff every year. It was only a matter of time before technology caught up to phones and now theres nothing left but to add ridiculous features that only please the people who want the newest stuff just because its new.",2020-02-12T06:00:00.000Z,0.429
still apple A13 Bionic chip will destroy even snapdragon 865.... So samsung is a joke to speed....🤣😇,2020-02-12T05:59:58.000Z,-0.2585
Me: watches this<br />Me: i need to have this<br />My wallet be like: you can&#39;t see me,2020-02-12T05:59:37.000Z,0.3612
Release a less priced version without camera gimmick... <br />For people who are not fan of over camera features.,2020-02-12T05:59:28.000Z,-0.2411
Samsung Engineers: so how many camera lens would you like on this new galaxy?<br /><br />Samsung CEO: yes,2020-02-12T05:58:42.000Z,0.6369
Me      : &quot;Wow I want tha...&quot;<br />Wallet: &quot;nope&quot;,2020-02-12T05:58:38.000Z,0.0772
The real gamechanger,2020-02-12T05:58:23.000Z,0.0
For everyone making laugh at Apple n Android phones...u r waisting ur precious time 😉 bud just have some time off n go sleep cuz they still don&#39;t hear about a noisy insect talking bout&#39;em😅😅🤣,2020-02-12T05:58:13.000Z,0.765
And it cost  1999$ ONLY,2020-02-12T05:57:56.000Z,0.0
Samsung iloveyou,2020-02-12T05:57:08.000Z,0.0
Any Asian viewer,2020-02-12T05:56:20.000Z,0.0
so lacasa de papel in s20 ultra?? and no one gonna talk about that??,2020-02-12T05:55:11.000Z,-0.4871
Chura Liya apple ka camera design mtlb kharab cheeze bhi chura lo had hai Samsung 🤦🤦🤦🤦,2020-02-12T05:54:54.000Z,0.0
"I wish there was a galaxy version of this, I need a S-pen but this phone is so irresistible.",2020-02-12T05:54:52.000Z,0.7205
This is a GOD TIER Phone,2020-02-12T05:54:42.000Z,0.4278
I&#39;m still wanting a next Galaxy Note,2020-02-12T05:54:33.000Z,0.0
I gonna buy that beast tysm samsung,2020-02-12T05:53:05.000Z,0.0
We would buy Mi CC9 pro ( Mi note 10) which is more cheaper than this,2020-02-12T05:52:54.000Z,0.0
S20 Ultra has just fired 🔥 🔥 🔥 🔥,2020-02-12T05:51:42.000Z,-0.5574
iPhone: look at me the best video quality ever on a smartphone <br /><br />S20 ultra: look at me I’m 8k video now. Hold my beer,2020-02-12T05:51:25.000Z,0.6369
"Here is the boss, the game changer",2020-02-12T05:51:16.000Z,0.0
They showed lacasa de papel🤤🤤,2020-02-12T05:51:10.000Z,0.0
"So the cheap a10 gets an update while my note 8 doesn&#39;t !!<br /><br />Thanks Samsung",2020-02-12T05:51:03.000Z,0.0
"Samsung : Thanks to storage who’s going up to 1.5 TO storage<br />Apple : You can get the iPhone 11 Pro Max with 64 GB for only $1,099",2020-02-12T05:50:28.000Z,0.4404
Apple fanatics: Samsung is for poor people<br /><br /><br />Samsung: Hold my Ultra,2020-02-12T05:50:09.000Z,-0.4767
"Samsung, the best",2020-02-12T05:49:31.000Z,0.6369
"<b>Samsung always better than Apple, because they don&#39;t disable comments</b>",2020-02-12T05:49:16.000Z,0.4404
This is not real,2020-02-12T05:49:03.000Z,0.0
This phone is osm but 1 lakh is too much  for the phone,2020-02-12T05:48:55.000Z,0.0
"Press like to pay respect to note 8 and S8 family users.<br /><br />Im S8 user too 😢",2020-02-12T05:48:52.000Z,0.6369
but can it make calls?,2020-02-12T05:48:47.000Z,0.0
Plot twist::It was actually called the S11 and the design was different but Samsung didn’t want to embarrass leakers so they changed it last minute,2020-02-12T05:48:45.000Z,-0.3291
IPhone better :D no hate,2020-02-12T05:48:40.000Z,0.2577
100x zoom and 8k video gonna be something.,2020-02-12T05:47:49.000Z,0.0
Overkill?,2020-02-12T05:47:49.000Z,0.0
"Samsung won this time, Apple",2020-02-12T05:46:59.000Z,0.5719
2010 - 2MP Camera<br />2015 - 12MP Camera<br />2020 - 108MP Camera<br />.<br />2030 - 999MP Camera<br />.<br />.<br />.<br />2100 - 6969696979692828637377373MP Camera with 69Flash,2020-02-12T05:46:57.000Z,0.0
Amazing awesome wonderful,2020-02-12T05:46:22.000Z,0.9118
Tbh! The colors suck!!! Why didn&#39;t they add the aura glow it was sucha huge hit.,2020-02-12T05:44:55.000Z,-0.4153
No jack I’m out.,2020-02-12T05:43:27.000Z,-0.296
Is this camera or a phone?,2020-02-12T05:43:22.000Z,0.0
"I want to buy a phone not a camera, thank you.",2020-02-12T05:42:50.000Z,-0.2047
"WOW, THIS CAMERA HAS A PHONE FEATURE! ;))",2020-02-12T05:41:56.000Z,0.7027
Oh God when 😥🙏,2020-02-12T05:41:53.000Z,0.2732
Can I make a call using this one?,2020-02-12T05:41:50.000Z,0.0
Galaxx  e20 ultra,2020-02-12T05:41:38.000Z,0.0
I thought my s9+ died at the end of the promo. Then it was back to life 😂,2020-02-12T05:41:25.000Z,-0.5574
Why didn&#39;t you mention 120hz?,2020-02-12T05:41:03.000Z,0.0
Samsung #1,2020-02-12T05:41:00.000Z,0.0
“The 50 MB photo camera”,2020-02-12T05:40:31.000Z,0.0
Yo necesito un celular pero no tengo dinero veo mis videos en un Lanix y de los primeros en salir osea q están viejos ojala Samsung me regale uno,2020-02-12T05:40:08.000Z,-0.296
Mitochondria is the power house of the cell.,2020-02-12T05:40:01.000Z,0.0
Amo a Samsung pero no hay dinero F,2020-02-12T05:39:59.000Z,-0.296
This is the real improvement. I&#39;ll definitely buy this,2020-02-12T05:39:26.000Z,0.6908
In few years our phones will be just a mirror less camera,2020-02-12T05:38:09.000Z,0.0
"You guys went nuts with the performance, SD865 and a fuc*** massive 16Gb ram! Man thats crazy, absolutely crazy.",2020-02-12T05:37:06.000Z,-0.75
¡OH MY GALAXY! 😱,2020-02-12T05:36:20.000Z,0.0
Oh gaaahd,2020-02-12T05:35:48.000Z,0.0
Just a slight reminder.....you can also take calls from this thing.,2020-02-12T05:35:46.000Z,0.0
"Apple: Let&#39;s skip number 9<br />Samsung: Let&#39;s skip 9 numbers",2020-02-12T05:35:33.000Z,0.0772
wallet: you have 1299 dollars <br />I need 1 dollar to buy the new s20,2020-02-12T05:35:03.000Z,0.0
"iphones are expensive with 64GB storage/4GB ram slow wifi and data/2x zoom/no sd card, no true multitasking until the iphone 12, no customization, no 1440P, 5.8&quot; screen, 4G, smaller batteries, 60hz displays.<br />$999 4GB ram 64GB storage no sd card very limited outdated camera set<br />slow wifi and data modem<br />huge notch<br />high warranty and repair cost<br />no reverse charging",2020-02-12T05:33:46.000Z,-0.7346
So Samsung finally beat Apple huh? I only wish they had their operating System which values privacy,2020-02-12T05:33:18.000Z,0.6597
Brain: Oneplus 9 Lite<br />Wallet: You know? Samsung Galaxy S20 Ultra is cool! Forget about rooting!,2020-02-12T05:32:46.000Z,0.2462
Smart camera can use as a phone,2020-02-12T05:32:41.000Z,0.4019
Waiting for one plus reply,2020-02-12T05:31:33.000Z,0.0
Wowowowow,2020-02-12T05:31:03.000Z,0.0
Once phone was used for calling.<br />Now for everything....other than calling.,2020-02-12T05:30:45.000Z,0.0
"Samsung : Checck our new featured phone we are going to be launch it soon <br />Huawei , Oppo , Xiaomi :  Thanx for giving us idea",2020-02-12T05:30:10.000Z,0.34
5G ano myre...<br />Allel kondoyi kothathil thiriku....,2020-02-12T05:29:58.000Z,0.0
Finally :&quot;) 🔥 💪,2020-02-12T05:29:46.000Z,0.0
Best channel For tricks... checkout once,2020-02-12T05:28:49.000Z,0.6369
"Xiaomi: 108mp cam<br />Imma be the best camera phone hah. <br />Samsung: 108mp w/ night mode. <br />Hold my beer, honey.",2020-02-12T05:28:05.000Z,0.6369
Where is S11?,2020-02-12T05:27:57.000Z,0.0
I&#39;ve heard that now they&#39;re working on a DSLR with sim slots,2020-02-12T05:27:55.000Z,0.0
Can you make calls with that or only take pics 😉😀,2020-02-12T05:27:45.000Z,0.0
"More quality more pricey! I can’t believe technology could be more expensive if we focus on quality and price. Nowadays, we have to be careful with our money.",2020-02-12T05:27:21.000Z,0.2244
"Next year 2021, expectation: 6 cameras phone 🧐🤔😂 and in 2030, 15 cameras phone<br />But this phone is amazing 😍 , i liked it 👌🏼",2020-02-12T05:26:49.000Z,0.765
Everythingapplepro leaked everything.,2020-02-12T05:26:42.000Z,-0.3182
"I HAVE A QUESTION? I HAVE 3 SHOPS IN PAKISTAN I WANT DISPLAY <a href=""http://www.youtube.com/results?search_query=%23SAMSUNG"">#SAMSUNG</a> . BECAUSE I LOVE SAMSUNG AM VLOGGAR BUT NOT ON CAMERA RIGHT NOW I WANT DISCOVER MY LIFE WITH SAMSUNG ALWAYS I HAVE <a href=""http://www.youtube.com/results?search_query=%23SamsungGalaxyNoteEdge"">#SamsungGalaxyNoteEdge</a> but there is a 21% battery problem what is the problem ? Am Student &amp; Worker In <a href=""http://www.youtube.com/results?search_query=%23Pakistan"">#Pakistan</a> <a href=""http://www.youtube.com/results?search_query=%23SatteliteTown"">#SatteliteTown</a>",2020-02-12T05:26:36.000Z,-0.62
It getting more phobia for that camera!!!!,2020-02-12T05:26:33.000Z,-0.6201
design sucks,2020-02-12T05:25:58.000Z,-0.3612
"IPhone 11, Mate 30 pro, Samsung S20 ultra, Mi note 10 all are camera phone🤔🤔",2020-02-12T05:25:51.000Z,0.0
Knox trip no Samsung pay. They are also using exynos in Europe instead of snapdragon.,2020-02-12T05:24:52.000Z,-0.3818
Great job!,2020-02-12T05:24:04.000Z,0.6588
Next phone Samsung Galaxy Plus Ultra,2020-02-12T05:23:59.000Z,0.0
Me watching in 144p <br />Everything is looking same as my phone,2020-02-12T05:23:44.000Z,0.0
Samsung 2 year aoftware update cap holds me off from buying another premium phone from the company,2020-02-12T05:23:20.000Z,0.0
So nobody’s gonna talk about price!?,2020-02-12T05:23:18.000Z,0.0
"Where is the focus on audio?<br /><br />I know you want to sell disposable highly profitable Galaxy Buds, but come on now.<br /><br />Why not challenge and beat LG&#39;s Quad dac and amp that comes alive with power hungry headphones, while still keeping the latest Hidef Bluetooth codecs for audio, LDAC, APTXHD, and add MQA decoding.<br /><br />Not to mention better stereo recording with a standard app that allows layered recording at 24 bits, with editing features.<br />I understand the focus on video and photos, 8K, 4K, slo-mo, live mode, night mode.<br /><br />And I appreciate the 128GB base (sorry apple), and ability to add more by sd cards (sorry apple), which you will need if you do a lot of video and photos.<br /><br />But come on now..<br /><br />120hz OLED color accurate, 6000 mah battery, 2 usb ports, and a headphone jack and class leading speakers are available in a ROG 2 phone for $589. with no hole, curve or notch in the display (which is a defective display)<br />I was really hoping, you used Lenovo&#39;s reverse notch (hood-crown), to give us a flat screen with no interruptions to the content on the display, like your tv&#39;s&#39;s monitors, and l;laptops.<br /><br />And better stereo speakers, and a pro level dac and amp and 3.5 mm headphone jack, along with a 2.5 mm balanced jack on the ultra, and 2 sd cards, for backup, or extended recording.<br /><br />Do not get me wrong, I am impressed with the tech, build quality, camera features, 865 chip, 5G, color options.<br /><br />But like I , myself and other have said, you and almost every phone company ditches the headphone jack, not for thinness, not for water resistance, but just like Apple, to gain new revenue strings, once you introduce your own branded, disposable, $10 to make, $100-$250 to buy ear buds, and easy to lose dongles that are often rebought, and were never needed before.<br /><br />This shows complete disrespect, to loyal Samsung users, who agreed with you trolling of apple&#39;s removal of the headphone jack, and we thought you cared about all of us equally wired or unwired, and you have one of the best headphone/hearing calibration apps.<br /><br />I was truly hoping you would surpass LG in headphone audio, wired and wireless, and stereo recording, and the rumored Sony Walkman branded phones.<br />But no.<br /><br />So I will stand by my commitment, as others will never to buy a smartphone without a good quality headphone jack standard, whether that be LG, Apple, Samsung, Google, One Plus, or whoever.<br /><br />If you want my money and many others, you have to give us a feature that you took away for short term profits, when there was no need from our customer view to take it away.<br /><br />It spoils the S 20 launch and leaves a bitter taste in the mouth.<br /><br />So I look forward to Sony, LG, or even apple if they decide to bring back the headphone jack, we all know bluetooth can be hacked to gain access to your data, and may not be good that close to your brain for long amounts of time, we all have experienced cutouts, unpairing, and latency in games, But I still love my bluetooth headphones, and will not give them up, and will not consider a smartphone without bluetooth, neither will I consider a smartphone without a headphone jack, even though wires can get tangled and in the way, BT sounds almost as good, and the phone can be in the other room, etc.<br /><br />Thanks for not listening samsung, to this customer, and putting audio last as a feature😟👎",2020-02-12T05:23:18.000Z,0.9954
Best phone 2020,2020-02-12T05:23:15.000Z,0.6369
So much features but can&#39;t make a 100% body to screen ratio,2020-02-12T05:23:09.000Z,0.0
ตัวนี้8k เปิดoisได้มั้ยครับ,2020-02-12T05:22:56.000Z,0.0
So this is a camera with phone features?,2020-02-12T05:22:32.000Z,0.0
"I want a phone, not a carmea, you are suck samsung",2020-02-12T05:22:25.000Z,-0.3818
nice now we can buy that note 10,2020-02-12T05:21:45.000Z,0.4215
It is the future,2020-02-12T05:20:03.000Z,0.0
let&#39;s See What Happens In Hardcore Gaming,2020-02-12T05:19:50.000Z,0.0
‘UwU’<br />-All I can say as an iPhone user now,2020-02-12T05:19:15.000Z,0.0
Watching this on s4 and broke af,2020-02-12T05:19:14.000Z,-0.4215
Thats a whole frying pan,2020-02-12T05:18:34.000Z,0.0
1399$ ???,2020-02-12T05:18:08.000Z,0.0
Love that phone,2020-02-12T05:17:37.000Z,0.6369
PLS PROVIDE SOFTWARE SUPPORT FOR LONGER😩😩🙏,2020-02-12T05:17:24.000Z,0.4588
Samsung How Much in India?,2020-02-12T05:17:22.000Z,0.0
Apple &quot;Leaves the chat&quot;,2020-02-12T05:17:13.000Z,0.0
So what about the fast charging? <br />Wireless charging <br />Power share? Did you take all em to add 4 cameras?,2020-02-12T05:17:04.000Z,0.4098
"<b>SAMSUNG,PLEASE STOP REMINDING ME THAT I AM POOR!!!!</b><br />😂🤤😆😭🤣🤗🧐🤔🇵🇭",2020-02-12T05:16:58.000Z,-0.625
2010: When your computer is faster than phones.<br /><br />2020: When your phone is faster than your computer.,2020-02-12T05:16:39.000Z,0.0
I still didn&#39;t see the headphone jack,2020-02-12T05:16:38.000Z,0.0
やべぇ。。11promax持ってるけど欲しくなったわ笑,2020-02-12T05:16:33.000Z,0.0
Дичь какая то🤦‍♂. Рекламу фотоаппарата посмотрел. Это что единственный путь развития смартфона?,2020-02-12T05:15:48.000Z,0.0
Lots of love from india ❤❤❤😘<br />And i always support Samsung,2020-02-12T05:15:32.000Z,0.7845
"Samsung should start making cameras 📷 from now on, forget the mobiles 🗣",2020-02-12T05:15:05.000Z,-0.2263
it was going really great till I heard “hi bixby”,2020-02-12T05:14:58.000Z,0.659
I&#39;ll wait for the note 20 ultra.. that will be something,2020-02-12T05:14:40.000Z,0.0
A bunch of useless features and minor improvements. NO THANKS !,2020-02-12T05:14:31.000Z,0.126
Awsome camera new feature and design 🤩🤩🤩🤩🤩🤩,2020-02-12T05:14:27.000Z,0.0
It’s a beast,2020-02-12T05:13:32.000Z,0.0
Is this about a phone or a camera ?😂😂😂😂😂,2020-02-12T05:12:44.000Z,0.0
144p squad assemble,2020-02-12T05:12:35.000Z,0.0
wait.... isn&#39;t this just a samsung version of apple iphone 11.....? <br /><br /><br />This seems like just a rip off of apple... even though I use samsung a8(2018) but this seems like apple rip off.,2020-02-12T05:12:31.000Z,0.6124
Watching this in my S10 Plus.,2020-02-12T05:12:09.000Z,0.0
3.5 mm jack??,2020-02-12T05:09:58.000Z,0.0
As soon as s20 is released<br /><br /><br /><br />Say hello to the new s20xmla max,2020-02-12T05:09:43.000Z,0.0
Telescope maker company : we are in the endgame now,2020-02-12T05:09:37.000Z,0.0
Now that is something which broke the stereotype of current innovation...,2020-02-12T05:08:54.000Z,-0.6249
Apun ko ye mobile magta hai pr bechne ko kuch nahi hai apun k pass🤣😂,2020-02-12T05:08:22.000Z,0.0
Improve the front camera especially in low light,2020-02-12T05:08:09.000Z,0.1335
U ll till be back ..Apple wins in one short,2020-02-12T05:08:08.000Z,0.5719
"If this phone will represent 2020, i wonder how phones will be like 20 years from now🤔",2020-02-12T05:08:06.000Z,0.3612
finally a camera with galaxy 😀😀,2020-02-12T05:07:57.000Z,0.0
xiaomi mi note 10 : 108mp<br /><br />Samsung: aww.. that&#39;s cute,2020-02-12T05:05:27.000Z,0.4588
It&#39;s high time people pause all innovations and focus on a real innovation in battery performance. Smart battery management will not work beyond a point. Make a transition similar to Disk storage vs SD storage.,2020-02-12T05:03:59.000Z,0.6486
Now that&#39;s what I call the future of Samsung and android,2020-02-12T05:03:40.000Z,0.0
Samsung trying to tell u it&#39;s not just the camera : <b>5g phone around it</b> (3 times in the video),2020-02-12T05:03:32.000Z,0.0
"I really like the phone and the camera! But I don’t really like the text that is on the camera, I think it makes it look bad",2020-02-12T05:03:29.000Z,0.3352
Oh 100x lets see us will ban Or ❌not.,2020-02-12T05:03:18.000Z,-0.5574
No new function .. Garbage,2020-02-12T05:03:08.000Z,-0.296
Will I be able to take clear pictures of the moon with this phone? Cause iPhones are bad for that.,2020-02-12T05:00:12.000Z,-0.2263
Game changer 😍,2020-02-12T04:59:55.000Z,0.0
Not disabling comments<br />THIS IS COURAGE(in the voice of jhony ive,2020-02-12T04:58:52.000Z,0.3724
Im sorry what 1.5 terabytes,2020-02-12T04:57:58.000Z,-0.0772
Samsung 2030- This Phone can take picture of Mars..<br />Samsung 2040- This phone can take picture of a Black hole<br />Samsung 2050- This phone can take picture Of Quantum Realm,2020-02-12T04:57:09.000Z,0.0
ME : I WANT THIS<br />My Wallet : started Naruto Running  &quot; lets get the f out of here&quot; 🤷🏻‍♂️,2020-02-12T04:56:19.000Z,0.2577
<b>Criticism Alert</b><br /><br />I’ve been a long fan of Samsung’s phone. I’ve started out with the Fame lite and went through several phones ‘till I reached to S9. And now I’m thinking ( while typing on  the iPhone 11Pro) do I really need this? I think the mode of selection for me went from “buy the newest” to “buy the longest lasting”. And I did. I wish that Samsung would future proof their phones just like Apple. <br /><br />Just a thought🤗,2020-02-12T04:54:30.000Z,0.8689
A camera with android operating system. Pretty cool huh?,2020-02-12T04:54:23.000Z,0.6705
Who else was more excited for the S10+?,2020-02-12T04:53:49.000Z,0.4005
Kamal,2020-02-12T04:52:48.000Z,0.0
How about a awesome mic? 100x camera zoom and 100x mic zoom,2020-02-12T04:51:43.000Z,0.6249
"So for 1200 bucks, S20+ didn&#39;t deserve the same camera setup as Ultra ? Such a bad move, Samsung, not everyone wants a GIANT phone and almost 1,5K investment that will come down extremely fast as soon as Note20 hits the market...",2020-02-12T04:51:33.000Z,-0.5423
Apple: It&#39;s impossible to beat us this time<br />Samsung: No it&#39;s necessary,2020-02-12T04:51:13.000Z,-0.296
Okay thats cool,2020-02-12T04:50:54.000Z,0.4939
ohhh! I totally forgot this camera has a built-in phone.,2020-02-12T04:50:23.000Z,0.0
if people still capture a blurry UFO picture imma be mad.,2020-02-12T04:49:25.000Z,-0.5574
apple better have something big lol,2020-02-12T04:49:17.000Z,0.6908
What&#39;s about the screen....!?!?!?,2020-02-12T04:49:02.000Z,0.0
THATS UGLIER THAN THE IPHONE 11!,2020-02-12T04:48:30.000Z,-0.6399
Iphone:release a new super phone<br />Samsung:i will destroy this whole men carrer,2020-02-12T04:48:16.000Z,0.1027
How tf do you jump from 2 digit megapixel cameras to 3 digit megapixel cameras on a P H O N E?,2020-02-12T04:48:07.000Z,0.0
Everyone- My wallet this and that 😒😒<br />Me- I dont even have a wallet. 😢😢,2020-02-12T04:47:06.000Z,0.0
Samsung going on all-out war with motorola and Mi,2020-02-12T04:46:46.000Z,-0.5994
Wait until you see the price 🔥,2020-02-12T04:46:02.000Z,0.0
nallatha iruku....,2020-02-12T04:45:10.000Z,0.0
Samsung never fails in giving the worst colours for their phones 👍🏻<br /><br />Gold in Ultra would&#39;ve changed everything 🤦🏻‍♂️,2020-02-12T04:45:07.000Z,-0.5864
are you samsung fan likes hit,2020-02-12T04:45:03.000Z,0.6249
best best samsung is very awsome,2020-02-12T04:44:38.000Z,0.8555
I&#39;m so exited for the Note 20.... Ohmayghaadd,2020-02-12T04:44:19.000Z,0.0
🤔😒veo  tu 5g galaxy s20 cómo.2020 muy años 😳6g  nos mas? Otro todo aquí 👍👍👌👏próximo otro próximo  6g,2020-02-12T04:44:17.000Z,0.0
I am gonna die,2020-02-12T04:43:31.000Z,-0.5994
This is the best phone. Samsung FOREVER,2020-02-12T04:43:19.000Z,0.6369
NO COMPARISON LOVE SAMSUNG,2020-02-12T04:43:08.000Z,0.4588
620 i phone user dislike lol😜😜😂😂😂,2020-02-12T04:41:45.000Z,-0.3818
🇸 🇦 🇲 🇸 🇺 🇳 🇬,2020-02-12T04:41:33.000Z,0.0
This phone is going to be sick when I can finally afford it in 2022,2020-02-12T04:40:57.000Z,-0.5106
"i am scared  <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m00s"">1:00</a>",2020-02-12T04:40:53.000Z,-0.4404
Android having 8k res and apple users will still make fun of them🤦‍♂️🤦‍♂️,2020-02-12T04:40:24.000Z,0.5106
The mainly focus is in camera there is lots of other things to do in Mobile development don&#39;t run in the crazy run like other companies if you want to be different then do find and develop other systems which will be useful and helpful for users. TK. Don&#39;t run the same crazy run🙂,2020-02-12T04:39:42.000Z,0.5719
Apple <b>sees video</b> <br /><br />Also Apple: “ Write this down”,2020-02-12T04:39:28.000Z,0.0
"Everytime this brand launching new product, that&#39;s make the 1 generation product before look so old and creepy. and i like it.",2020-02-12T04:39:14.000Z,0.3612
Ecosystem,2020-02-12T04:39:01.000Z,0.0
Wow that camera has a big screen on the back,2020-02-12T04:38:48.000Z,0.5859
Yeah that’s nice but can it record high quality Snapchat videos??,2020-02-12T04:38:46.000Z,0.4329
Ugly back,2020-02-12T04:38:16.000Z,-0.5106
Copying apple i see,2020-02-12T04:38:13.000Z,0.0
<b>Love Samsung❤</b>,2020-02-12T04:37:40.000Z,0.0
Apple: Let&#39;s skip number 9<br />Samsung: Let&#39;s skip 9 numbers,2020-02-12T04:37:30.000Z,0.0772
iPhone 11 Pro is Way better,2020-02-12T04:37:19.000Z,0.4404
Can&#39;t wait for the varient which can time travel,2020-02-12T04:36:19.000Z,0.0
Take my money!!,2020-02-12T04:35:32.000Z,0.0
Agora Apple dança,2020-02-12T04:35:28.000Z,0.0
I luv Samsung devices but i hate the way you guys make A51 and S20 look the same in front face. I don’t feel premium if I have s20 &amp; some have A51. Fix this next year please ☹️🙁😔😔,2020-02-12T04:35:08.000Z,-0.4767
can&#39;t wait yr❣️❣️❣️,2020-02-12T04:34:41.000Z,0.0
Haha i cant afford it because im 13 and i have bad grades.,2020-02-12T04:33:47.000Z,-0.128
"It changes nothing, really....",2020-02-12T04:33:45.000Z,0.0
Guys...you all are very funny...just cracking me up reading your comments,2020-02-12T04:33:29.000Z,0.0
cameras have phones now,2020-02-12T04:32:40.000Z,0.0
Gaming???,2020-02-12T04:32:29.000Z,0.0
My S8+ be like 🥴,2020-02-12T04:32:15.000Z,0.3612
Now you can&#39;t ignore Bixby. Smart move samsung,2020-02-12T04:31:47.000Z,0.0516
The ultimate boss has arrived,2020-02-12T04:31:01.000Z,0.0
"R$ 50.000,00 ???????????????",2020-02-12T04:30:56.000Z,0.0
This is the ugliest thing i ve ever seen !,2020-02-12T04:30:56.000Z,-0.6239
S10+ is kid infront of this 😆😆 but s10+ look more sexy👌,2020-02-12T04:30:18.000Z,0.0
Now I can look ugly in 8k as well. Thanks Samsung.,2020-02-12T04:30:03.000Z,0.1779
Percuma instastorynya buluk,2020-02-12T04:29:43.000Z,0.0
I love this,2020-02-12T04:29:39.000Z,0.6369
